艦船ID,図鑑番号,艦名,読み,艦種,艦型,ソート順,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,戦闘詳報,新型航空兵装資材,改装段階,耐久初期,耐久最大,耐久結婚,耐久改修,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜180最小,対潜180最大,回避初期最小,回避初期最大,回避最大,回避180最小,回避180最大,索敵初期最小,索敵初期最大,索敵最大,索敵180最小,索敵180最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
1719,0,"深海双子棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,660,660,660,660,220,220,120,120,110,110,189,189,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,0,144,0,1509,1509,1570,1573,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"zjpejeuzugmm",1,1,1
1720,0,"深海双子棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,660,660,660,660,230,230,150,150,130,130,209,209,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,0,176,0,1509,1509,1570,1573,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"axsfthjltgqj",1,1,1
1721,0,"深海双子棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,660,660,660,660,240,240,180,180,150,150,239,239,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,0,208,0,1509,1509,1570,1573,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"cbxpmvwybotl",1,1,1
1722,0,"護衛棲姫","",7,1,0,0,0,0,0,0,0,0,0,0,0,400,400,400,400,90,90,0,0,70,70,163,163,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,14,14,14,14,0,1575,1575,1520,1520,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"rjtsxtdwvebj",1,1,1
1723,0,"護衛棲姫","",7,1,0,0,0,0,0,0,0,0,0,0,0,440,440,440,440,120,120,0,0,80,80,173,173,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,23,23,25,25,0,1575,1575,1520,1520,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"cstdjqyyrhlg",1,1,1
1724,0,"護衛棲姫","",7,1,0,0,0,0,0,0,0,0,0,0,0,480,480,480,480,150,150,0,0,90,90,193,193,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,32,32,36,36,0,1575,1575,1520,1520,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"qajlkxkhicly",1,1,1
1725,0,"北端上陸姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,650,650,650,650,150,150,0,0,88,88,136,136,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,0,0,0,4,0,0,0,36,0,1565,1565,1567,1575,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jxhrosyjovuu",1,1,1
1726,0,"北端上陸姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,670,670,670,670,170,170,0,0,98,98,166,166,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,0,0,0,4,0,0,0,49,0,1565,1565,1567,1575,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"skergdfltpys",1,1,1
1727,0,"北端上陸姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,690,690,690,690,190,190,0,0,108,108,186,186,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,0,0,0,4,0,0,0,64,0,1565,1565,1567,1575,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"tnrlvlmispab",1,1,1
1728,0,"北方水姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,770,770,770,770,168,168,75,75,88,88,157,157,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,0,36,0,1576,1576,1515,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"tesgqiylklvi",1,1,1
1729,0,"北方水姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,770,770,770,770,178,178,85,85,88,88,177,177,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,0,49,0,1576,1576,1515,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ljvghewcyvwd",1,1,1
1730,0,"北方水姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,770,770,770,770,188,188,95,95,96,96,217,217,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,0,64,0,1576,1576,1515,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"escjjqybirkn",1,1,1
1731,0,"北方水姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,770,770,770,770,168,168,105,105,64,64,189,189,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,0,36,0,1576,1576,1515,1575,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"tywdhadjqwzs",1,1,1
1732,0,"北方水姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,770,770,770,770,178,178,115,115,64,64,209,209,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,0,49,0,1576,1576,1515,1575,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"eyjejtqhefjn",1,1,1
1733,0,"北方水姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,770,770,770,770,188,188,130,130,82,82,239,239,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,0,64,0,1576,1576,1515,1575,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"sutsfoetiofu",1,1,1
1734,0,"軽母ヌ級改","elite",7,1,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,35,35,0,0,48,48,73,73,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,22,22,22,22,0,1574,1524,1520,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jlfigkjvghnl",1,1,1
1735,0,"軽母ヌ級改","flagship",7,1,0,0,0,0,0,0,0,0,0,0,0,118,118,118,118,45,45,0,0,68,68,93,93,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,26,24,24,22,0,1575,1524,1520,1575,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"laqatdmlfwcb",1,1,1
1736,0,"潜水新棲姫","flagship",13,1,0,0,0,0,0,0,0,0,0,0,0,177,177,177,177,27,27,117,117,0,0,37,37,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,3,0,0,0,0,0,1570,1570,1570,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"hdglsxoolyeu",1,1,1
1737,0,"潜水新棲姫","flagship",13,1,0,0,0,0,0,0,0,0,0,0,0,277,277,277,277,47,47,137,137,0,0,37,37,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,3,0,0,0,0,0,1570,1570,1570,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"rsoqnkmlnjoi",1,1,1
1738,0,"潜水新棲姫","flagship",13,1,0,0,0,0,0,0,0,0,0,0,0,377,377,377,377,47,47,177,177,0,0,47,47,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,3,0,0,0,0,0,1570,1570,1570,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"vupperodlpre",1,1,1
1739,0,"駆逐ナ級","",2,1,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,66,66,91,91,63,63,51,51,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,3,0,0,0,0,0,1501,1501,1559,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ktqlnvggiqgf",1,1,1
1740,0,"駆逐ナ級","elite",2,1,0,0,0,0,0,0,0,0,0,0,0,63,63,63,63,69,69,95,95,69,69,55,55,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,3,0,0,0,0,0,1501,1501,1559,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"upmscqzginwn",1,1,1
1741,0,"駆逐ナ級","flagship",2,1,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,79,79,99,99,79,79,59,59,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,3,0,0,0,0,0,1501,1501,1559,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"cxxxqjskrwck",1,1,1
1742,0,"駆逐ナ級後期型","",2,1,0,0,0,0,0,0,0,0,0,0,0,63,63,63,63,69,69,103,103,76,76,59,59,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,3,0,0,0,0,0,1501,1501,1570,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"llnhpxdmcept",1,1,1
1743,0,"駆逐ナ級後期型","elite",2,1,0,0,0,0,0,0,0,0,0,0,0,66,66,66,66,79,79,113,113,86,86,63,63,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,3,0,0,0,0,0,1501,1501,1570,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"mpqudnmsiksm",1,1,1
1744,0,"駆逐ナ級後期型","flagship",2,1,0,0,0,0,0,0,0,0,0,0,0,69,69,69,69,89,89,123,123,96,96,69,69,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,3,0,0,0,0,0,1501,1501,1570,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"somrbdpodygj",1,1,1
1745,0,"戦艦仏棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,730,730,730,730,202,202,0,0,80,80,196,196,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,48,0,1577,1577,1559,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"xivpgjbeebdc",1,1,1
1746,0,"戦艦仏棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,730,730,730,730,242,242,0,0,84,84,225,225,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,64,0,1577,1577,1559,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"edouixswqpeo",1,1,1
1747,0,"戦艦仏棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,730,730,730,730,242,242,0,0,94,94,256,256,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,72,0,1577,1577,1559,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"wetxlsmbrrzn",1,1,1
1748,0,"戦艦仏棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,730,730,730,730,222,222,0,0,80,80,210,210,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,64,0,1577,1577,1559,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"enxlmreaiqgg",1,1,1
1749,0,"戦艦仏棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,730,730,730,730,262,262,0,0,84,84,239,239,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,72,0,1577,1577,1559,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"lhmdhrvoowhm",1,1,1
1750,0,"戦艦仏棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,730,730,730,730,282,282,0,0,94,94,270,270,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,81,0,1577,1577,1559,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"kakvhshiswmc",1,1,1
1751,0,"空母夏鬼","",11,1,0,0,0,0,0,0,0,0,0,0,0,340,340,340,340,140,140,0,0,120,120,137,137,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,64,56,54,0,0,1547,1548,1549,1532,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"wjisnhsodgsf",1,1,1
1752,0,"空母夏姫","",11,1,0,0,0,0,0,0,0,0,0,0,0,440,440,440,440,190,190,0,0,140,140,149,149,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,72,72,63,0,0,1547,1548,1549,1532,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ndsgnauiucfi",1,1,1
1753,0,"集積地夏姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,690,690,690,690,115,115,108,108,74,74,129,129,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,0,0,0,4,16,16,0,0,0,1562,1562,1565,1565,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"dgjzxstquwje",1,1,1
1754,0,"集積地夏姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,690,690,690,690,135,135,128,128,84,84,159,159,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,0,0,0,4,24,24,0,0,0,1562,1562,1565,1565,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"qjeitocfjfyd",1,1,1
1755,0,"欧州棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,880,880,880,880,300,300,0,0,130,130,205,205,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,60,0,1578,1578,1559,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"fiylpgbzqcxp",1,1,1
1756,0,"欧州棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,880,880,880,880,310,310,0,0,140,140,236,236,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,120,0,1578,1578,1559,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"pjzroyvlperb",1,1,1
1757,0,"欧州棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,880,880,880,880,330,330,0,0,150,150,269,269,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,180,0,1578,1578,1559,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"tbfepfsryqlv",1,1,1
1758,0,"欧州棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,880,880,880,880,330,330,105,105,140,140,225,225,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,120,0,1578,1578,1570,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"stbkgxndqbir",1,1,1
1759,0,"欧州棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,880,880,880,880,360,360,125,125,160,160,256,256,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,180,0,1578,1578,1570,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"qkmoixlhnltb",1,1,1
1760,0,"欧州棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,880,880,880,880,390,390,155,155,180,180,289,289,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,198,0,1578,1578,1570,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"fkdnfrwqawjc",1,1,1
1761,0,"重巡ネ級","flagship",6,1,0,0,0,0,0,0,0,0,0,0,0,220,220,220,220,108,108,74,74,78,78,112,112,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,0,0,0,28,0,1505,1505,1559,1574,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"hpxrbbwgkbwn",1,1,1
1762,0,"軽母ヌ級","elite",7,1,0,0,0,0,0,0,0,0,0,0,0,70,70,70,70,15,15,0,0,15,15,35,35,0,0,0,0,0,10,10,10,10,10,30,30,30,30,30,10,10,5,0,0,3,26,23,23,0,0,1547,1548,1549,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"rapnmpjycbjd",1,1,1
1763,0,"軽母ヌ級","flagship",7,1,0,0,0,0,0,0,0,0,0,0,0,84,84,84,84,18,18,0,0,36,36,70,70,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,30,30,5,0,0,4,32,30,28,0,0,1547,1548,1549,1532,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ihyulyfngwsf",1,1,1
1764,0,"軽母ヌ級","flagship",7,1,0,0,0,0,0,0,0,0,0,0,0,84,84,84,84,18,18,0,0,36,36,70,70,0,0,0,0,0,40,40,40,40,40,40,40,40,40,40,30,30,5,0,0,4,32,30,28,0,0,1556,1557,1558,1532,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"prvuhotjqqji",1,1,1
1765,0,"軽母ヌ級改","elite",7,1,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,35,35,0,0,48,48,73,73,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,28,24,18,18,0,1574,1547,1548,1549,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"zgtwdmpbufij",1,1,1
1766,0,"軽母ヌ級改","flagship",7,1,0,0,0,0,0,0,0,0,0,0,0,118,118,118,118,45,45,0,0,68,68,93,93,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,28,28,20,20,0,1575,1556,1557,1558,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"wgqhlpouifjy",1,1,1
1767,0,"海峡夜棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,800,800,800,800,102,102,70,70,69,69,182,182,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,64,0,0,1579,1579,1575,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"rutebdufnenw",1,1,1
1768,0,"海峡夜棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,800,800,800,800,122,122,80,80,69,69,202,202,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,72,0,0,1579,1579,1575,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"fxyvygpjgzwx",1,1,1
1769,0,"海峡夜棲姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,800,800,800,800,144,144,90,90,69,69,242,242,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,81,0,0,1579,1579,1575,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"jlelbxogyonx",1,1,1
1770,0,"海峡夜棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,800,800,800,800,162,162,90,90,39,39,202,202,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,120,0,0,1579,1579,1575,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"uterkejyhrpy",1,1,1
1771,0,"海峡夜棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,800,800,800,800,182,182,105,105,39,39,222,222,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,180,0,0,1579,1579,1575,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"gemwkndxjhef",1,1,1
1772,0,"海峡夜棲姫-壊","",10,1,0,0,0,0,0,0,0,0,0,0,0,800,800,800,800,202,202,120,120,39,39,262,262,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,0,0,198,0,0,1579,1579,1575,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"rcrepprqwtnj",1,1,1
1773,0,"防空埋護姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,655,655,655,655,140,140,120,120,200,200,190,190,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,3,0,0,0,0,0,1553,1553,1580,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"dawegcrbctpv",1,1,1
1774,0,"防空埋護姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,655,655,655,655,170,170,130,130,220,220,210,210,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,3,0,0,0,0,0,1553,1553,1580,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"iclwwvedfyug",1,1,1
1775,0,"防空埋護姫","",10,1,0,0,0,0,0,0,0,0,0,0,0,655,655,655,655,220,220,140,140,240,240,250,250,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,3,0,0,0,0,0,1553,1553,1580,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"yrxkdlcrbmun",1,1,1
1776,0,"軽母ヌ級","elite",7,1,0,0,0,0,0,0,0,0,0,0,0,70,70,70,70,15,15,0,0,15,15,35,35,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,3,26,23,23,0,0,1547,1574,1574,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"aiknutqkwzbg",1,1,1
1777,0,"軽母ヌ級","elite",7,1,0,0,0,0,0,0,0,0,0,0,0,70,70,70,70,15,15,0,0,15,15,35,35,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,3,26,23,23,0,0,1581,1582,1583,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ixvflxdalpwf",1,1,1
1778,0,"軽母ヌ級改","elite",7,1,0,0,0,0,0,0,0,0,0,0,0,88,88,88,88,35,35,0,0,48,48,73,73,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,28,24,18,18,0,1581,1582,1583,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"mdagpjscltvz",1,1,1
1779,0,"軽母ヌ級改","flagship",7,1,0,0,0,0,0,0,0,0,0,0,0,118,118,118,118,48,48,0,0,68,68,93,93,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,28,28,20,20,0,1556,1557,1558,1558,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"xbfmzmbpbhxm",1,1,1
1780,0,"軽母ヌ級改","flagship",7,1,0,0,0,0,0,0,0,0,0,0,0,118,118,118,118,48,48,0,0,68,68,93,93,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,28,28,20,20,0,1581,1582,1583,1575,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"idtbmehcubkn",1,1,1
1781,0,"空母棲姫","",11,1,0,0,0,0,0,0,0,0,0,0,0,350,350,350,350,180,180,0,0,130,130,180,180,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,60,52,56,30,0,1581,1557,1558,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"dlhvmpgytibe",1,1,1
1782,0,"空母棲姫","",11,1,0,0,0,0,0,0,0,0,0,0,0,350,350,350,350,198,198,0,0,160,160,220,220,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,10,0,0,4,60,52,56,30,0,1581,1557,1558,1583,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"owqlntyytywv",1,1,1
1783,0,"護衛棲水姫","",7,1,0,0,0,0,0,0,0,0,0,0,0,650,650,650,650,104,104,110,110,98,98,168,168,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,28,28,28,0,0,1581,1582,1583,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"mcrcbmmcdmgv",1,1,1
1784,0,"護衛棲水姫","",7,1,0,0,0,0,0,0,0,0,0,0,0,650,650,650,650,124,124,130,130,108,108,198,198,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,42,36,34,0,0,1581,1582,1583,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"bfrytjsmmlyj",1,1,1
1785,0,"護衛棲水姫","",7,1,0,0,0,0,0,0,0,0,0,0,0,650,650,650,650,144,144,150,150,118,118,228,228,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,42,36,34,0,0,1581,1582,1583,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"dcrsqqrxvgug",1,1,1
1786,0,"護衛棲水姫-壊","",7,1,0,0,0,0,0,0,0,0,0,0,0,650,650,650,650,128,128,120,120,108,108,208,208,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,28,28,28,0,0,1581,1582,1583,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"dsjlxhedbujn",1,1,1
1787,0,"護衛棲水姫-壊","",7,1,0,0,0,0,0,0,0,0,0,0,0,650,650,650,650,148,148,140,140,118,118,228,228,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,42,36,34,0,0,1581,1582,1583,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"haxmqmfvgbsu",1,1,1
1788,0,"護衛棲水姫-壊","",7,1,0,0,0,0,0,0,0,0,0,0,0,650,650,650,650,188,188,160,160,128,128,278,278,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,4,42,36,34,0,0,1581,1582,1583,1580,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"xmhvxihoxcge",1,1,1
1789,0,"潜水新棲姫","flagship",13,1,0,0,0,0,0,0,0,0,0,0,0,177,177,177,177,27,27,117,117,0,0,17,17,0,0,0,0,0,0,9999,9999,9999,18180,0,9999,9999,9999,18180,0,0,5,0,0,3,0,0,0,0,0,1570,1570,1570,-1,-1,0,0,0,0,0,0,0,0,0,"","",0,0,0,"ypssirkeuaie",1,1,1
